calories,cook_time,course,cuisine,directions_steps,image,ingredients_list,nutrition_facts,prep_time,servings,subheading,title,total_time
220,14 minutes,"Breakfast, Dinner, Lunch, Main Course",American,"Place sausages in a single layer in the basket. Set the temperature to 180°C (350°F), close the fryer, and cook for 14 minutes or until properly browned on and cooked through (minimum internal temperature 160°F). Make sure to flip the sausages halfway through cooking using a pair of cooking tongs.,Serve with eggs, toast, or your preferred accompaniment.,Program the air fryer at 160°C or 320°F. Place the frozen sausage links into the air fryer basket (you do not need to cut them up) and cook for 8 minutes to kickstart the defrosting and cooking process.,Once the air fryer beeps, flip the sausages and now air fry at the increased temperature of 180°C (approximately 350°F) for a further 7 minutes to enable the sausages to brown up and attain an internal temperature of at least 160°F. Make sure to check on them halfway through cooking. Serve and enjoy.",,"5 sausage links (fresh or frozen - such as chicken, kielbasa, bratwurst or Italian),",,1 minute,5,"Get breakfast, lunch, or dinner on the table in just a matter of minutes with this no-mess air fryer sausages recipe! The best part is, you can use this recipe for your Italian sausages, bratwurst, or any kind of link sausage, without having to add any oil!",Air Fryer Breakfast Sausages,15 minutes
139,12 minutes,"Dinner, Lunch",British,"Place the frozen oven chips on the air fry basket. Most frozen fries already come oiled.,Air fry at 200° C / 392° F for 10 minutes. Ensure you check and shake the basket halfway through cooking. If not done to your liking, continue air frying for an additional 4 minutes. If you prefer even more crispiness, extend the time in 3-4 minute increments, shaking your basket occasionally. Finally, season with some salt and pepper, or your favorite chips seasoning.,Serve while still hot with your favorite sides and dipping sauce or sauces. Basically, that's how easy it is to make frozen chips using the air fryer!",,"300 g McCain frozen chips (or your favourite brand of frozen chips),1 tsp  salt and black pepper  (or your preferred choice of chips spice, to season),cooking oil/spray - optional (do not use aerosol sprays, see notes)",,2 minutes,4,"Can you cook store-bought frozen oven chips in an air fryer? The answer is a definite yes. You certainly can cook frozen french fries or chips using your air fryer and still get a wonderful crunchy exterior and a light and fluffy interior!! Plus, you do not need to thaw them or use any oil!!",Air Fryer Frozen Chips,14 minutes
190,15 minutes,"Dinner, Lunch",American,"Place the frozen turkey burgers in a single layer in the air fryer basket and season with your favorite burger seasoning.,Air fry at 350°F/ 176°C for 7 minutes, flip each patty, and season the other side. Air fry for a further 8 minutes until cooked through and the burgers have attained an internal temperature of least165°F. Once cooked, remove using a spatula and set aside on a plate.,Serve the turkey burgers while still hot on buns (or low carb buns if you prefer), with your favorite toppings, slice on salads, or simply enjoy them as they are.",,"4 frozen turkey burger patties.,1 tablespoon burger seasoning.",,5 minutes,4,"Making juicy burgers has never been easier! Get dinner on the table in 20 minutes with this simple air fryer frozen turkey burgers recipe, which requires no thawing!",Ninja Foodi Air Fryer Frozen Turkey Burgers,20 minutes
440,35 minutes,"Dinner, Lunch","African, Kenyan","Use your chopping board to cut your beef into stewing chunks. Season it with a teaspoon of salt, curry powder, turmeric, smoked paprika and black pepper and allow it to marinate for at least 30 minutes or overnight for best results.,Using your blender, process onion, the remaining salt, tomato, red bell pepper and tomato puree.,Use a pestle and mortar to crush the garlic and ginger.,Under high heat, heat a medium-sized pot or pan then add the oil. Add the beef chunks and allow them to brown (about 2-5 minutes) on each side. Turn and allow the other side to brown for about 2 minutes, then stir in the crushed garlic, ginger, and tomato paste. Fry for a further 2-5 minutes until brown and fragrant then add the blended tomato mixture and stir.,Simmer for 30-45 minutes (see notes below), stirring from time to time. You can add water, a little at a time, if you prefer more sauce or if your pan feels too dry. Also check for salt and pepper at this point and add some more, if preferred.,Garnish with some coriander or parsley. Serve while hot and enjoy with your favourite side dish.",,"1 lbs beef  (approx. 500g ),1 can tomato puree or blended tomatoes (see notes) (approx. 14 oz or 400 grams - use more or less tomatoes, depending on how you prefer your stew),1 tomato medium-sized,1 tablespoon tomato paste,1½ onions medium-sized,2 red bell peppers,3 cloves garlic,0.5 "" ginger (slightly more than 1 cm in length),3-4 tablespoon olive oil,2 teaspoon salt (use more or less salt, depending on taste),½ teaspoon curry powder (use quarter of a teaspoon or leave it out if you do not like curry powder),½ teaspoon black pepper,1 teaspoon smoked paprika,½ teaspoon turmeric,¾ cup water (see notes),⅓ cup chopped cilantro (coriander) optional",,10 minutes,4,Classic Kenyan Beef Stew recipe stewed in curry powder and other flavorful spices. This African dish pairs well with so many side dishes; serve it with cauliflower rice for a wonderful low carb meal.,Classic Kenyan Beef Stew Recipe,45 minutes
334,15 minutes,"Dinner, Lunch",American,"Brush or spray the air frying rack or basket with some cooking spray or oil (this makes cleaning up later much easier, as it basically results in less sticking) and preheat the air fryer at 392F/ 200C.,Next, mix lemon pepper, smoked paprika, ground garlic, salt, Parmesan cheese, chopped chives (or Italian seasoning), and black pepper then proceed to follow the following steps, depending on the state of your fillets.,Brush the tilapia fillets on each side with olive oil and mustard.,Lay each fish fillet on the plate with the seasoned parmesan cheese crumbing and press to coat. Flip then press again, shaking off any excess coating.,Set the time at 7 minutes for small fillets and 10-12 minutes for larger and thicker ones. Depending on the size of your basket or rack, place two to three of the parmesan-crusted tilapia fillets in the basket, set it in place then close.,Allow to air fry then use a spatula to flip the fillets midway through cooking (see notes below). Allow the fillets to cook further for the remaining time until done (see notes).,Serve the air-fried tilapia with a squeeze of lemon, and some mashed cauliflower, low-carb rice or your preferred sides!,Set the air fryer at 392F/ 200C and program it to cook for 5 minutes. Lay the frozen fillets on the basket or rack and air fry so they slightly thaw.,Next, carefully remove the fillets from the air fryer and transfer them to a plate. Working quickly, brush the fillets on each side with olive oil and mustard.,Coat the fish on each side with the prepared seasoning.,Return the fillets back to the air fryer, cook for 5 minutes then use a spatula to flip. Air fry for a further 5 minutes, then check whether it is cooked (see the notes below on how to check for doneness). Depending on the type and thickness of fish you are using, you may need to cook the tilapia fillets for a further 2-4 minutes.,Once cooked, transfer to plates and serve.",,"4 tilapia fillets - (frozen or fresh),2 tablespoon  olive oil,2 tablespoon yellow mustard,1 teaspoon lemon pepper,1 tsp  smoked paprika,1 teaspoon ground garlic,½ teaspoon salt,1 cup Parmesan cheese,1 tablespoon chopped chives  or Italian seasoning,½ teaspoon black pepper,some cooking spray or oil (to brush the rack or basket),lemon  (squeeze the lemon juice on the fish, when serving).",,5 minutes,4,"Crispy on the outside, moist inside, delicious parmesan-crusted air fryer tilapia recipe that you can make using fresh or frozen fillets, with no thawing. At  2 grams net carbs per serving, this recipe is keto and low-carb, with a paleo option.",Ninja Air Fryer Tilapia,20 minutes
252,17 minutes,"Dinner, Lunch, Main Course","African, American","Finely slice the spring onions (scallions) and slice the tomatoes into huge chunks, then set aside.,Clean the chicken hearts and trim off any excess fat (see notes on how to clean). Next, boil the chicken hearts in a pot of boiling water for 10 minutes, discard the frothy hot water, sieve then set aside.,Heat olive oil in a medium-sized pan or skillet, add the chicken hearts and scallions (spring onions), crushed garlic and ginger, then combine.,Add in the salt, ground turmeric, cumin powder, curry powder, ground paprika, then combine and fry for five minutes. Add the tomato chunks, cook for a further two minutes then garnish with some sliced spring onions.,Serve the fried chicken hearts with pap, polenta, rice, cauliflower rice, or mash.",,"300 g chicken hearts (about 0.6 lb),2 tablespoon olive oil (or your preferred choice of cooking oil),1 tablespoon crushed garlic and ginger,½ teaspoon turmeric powder,½ teaspoon cumin powder optional,½ teaspoon salt or more to taste,1 teaspoon curry powder,½ teaspoon ground paprika  (sweet or smoky),3 stems spring onion (and some more to garnish),1 tomato (optional - to garnish)",,10 minutes,3,"The spices boost the flavor of this pan-fried simple keto chicken-hearts recipe. It is nutritious, delicious, simple and quick to prepare, and will have you asking for more!",Fried Chicken Hearts Recipe + Video |Keto-friendly,27 minutes
,,,,,,,"[{'Calories:': '447'}, {'Carbohydrates:': '9'}, {'Protein:': '35'}, {'Fat:': '30'}, {'Saturated Fat:': '6'}, {'Polyunsaturated Fat:': '13'}, {'Monounsaturated Fat:': '8'}, {'Trans Fat:': '0.1'}, {'Cholesterol:': '94'}, {'Sodium:': '488'}, {'Potassium:': '789'}, {'Fiber:': '3'}, {'Sugar:': '3'}, {'Vitamin A:': '676'}, {'Vitamin C:': '40'}, {'Calcium:': '79'}, {'Iron:': '5'}]",,,,,
,,,,,,,"[{'Calories:': '296'}, {'Carbohydrates:': '2'}, {'Protein:': '48'}, {'Fat:': '10'}, {'Saturated Fat:': '2'}, {'Polyunsaturated Fat:': '1'}, {'Monounsaturated Fat:': '4'}, {'Trans Fat:': '0.03'}, {'Cholesterol:': '145'}, {'Sodium:': '11334'}, {'Potassium:': '877'}, {'Fiber:': '1'}, {'Sugar:': '0.2'}, {'Vitamin A:': '561'}, {'Vitamin C:': '3'}, {'Calcium:': '38'}, {'Iron:': '1'}]",,,,,
447,,"Dinner, Lunch, Main Course","Indian-inspired, Pakistani","Place the beef in a bowl. Add cooking oil, ginger and garlic paste, cumin, coriander, turmeric, garam masala, chili powder, and salt, then combine. Marinate the meat for at least 30 minutes (or overnight for best results).,Heat oil in a large and deep pot. Add bay leaves, cinnamon sticks, and cardamom pods. Fry for 2-5 minutes, or until the spices release their aroma and start to darken. Add the onion and saute until soft and translucent.,Add the beef, seasonings (garam masala, turmeric, cumin, ground coriander, fresh chilis), and tomatoes.  Gently stir to combine, cover, and cook for 5-10 minutes, stirring from time to time.,Reduce the heat to medium-low, cover, and allow the beef masala to simmer for 30-40 minutes, stirring every 10-15 minutes. Add more water, a little at a time, whenever the pot starts to dry up (see notes).,Stir in the coconut milk, and allow to cook for a further 10-15 minutes or until the meat has softened, and the oil has separated from the sauce.,Remove the whole spices if preferred, garnish with fresh coriander, and serve with rice, naan bread, chapati, roti, just to mention a few.",,"2 lbs stewing beef (about 1 kg)  cut into bite-sized pieces,⅓ cup vegetable cooking oil,2 tablespoon ginger-garlic paste,1 tablespoon ground cumin,1 tablespoon ground coriander,1 teaspoon ground turmeric,1 teaspoon garam masala,1 teaspoon Kashmiri chili powder  (see notes below),1 teaspoon salt,4-6 tablespoon vegetable cooking oil,3-4 bay leaves,2 cinnamon sticks,5-6 cardamom pods,1 large onion finely sliced,1 teaspoon garam masala,½ teaspoon ground turmeric,½ teaspoon ground cumin,½ teaspoon ground coriander,3-8 freshly sliced chilis use more or less, as preferred,2 large tomatoes finely sliced,1 14oz (400ml) can coconut milk,some warm water (optional -see notes),a few leaves of chopped fresh coriander  to garnish",,10 minutes,6,"Creamy coconut milk, aromatic spices, and tender beef make this beef tikka masala an irresistibly delicious dish!",Beef Tikka Masala,
296,12 minutes,"Dinner, Lunch, Main Course","American, British","First, check the label of your chicken breasts. If they have already been pre-brined in a sodium solution, please skip the next step. Fill a large bowl with 4 cups of warm water and add 3-4 tablespoons of salt. Stir to combine until most of the salt has been absorbed. Add the chicken breasts to the brining solution and let them sit in it to brine for 15-30 minutes. You can, also, brine them for a couple of hours (see notes). While the chicken is in the brine, prepare your air fryer and make the seasoning.,Brush the air fryer basket with cooking oil, and do not use aerosol sprays (see notes).,Prepare the seasoning by combining the salt, smoked paprika, dried parsley, onion powder, and garlic powder in a small bowl.,, rinse them with cold water, then pat them dry with paper towels.,and air fry at 200°C (392°F) for a total of 12 minutes, making sure to flip each chicken breast mid-cooking. Use an internal read thermometer to check the chicken is cooked (it should show at least 165°F/ 74°C). If not cooked, air fry for a further 2-4 minutes, or until cooked through.,Once cooked,",,"3-4 tablespoon table salt,4 cups water,2 boneless and skinless chicken breasts,½ teaspoon salt,1 teaspoon smoked paprika,1 teaspoon dried parsley,½ teaspoon onion powder,½ teaspoon garlic powder,1 tablespoon melted butter or olive oil.",,18 minutes,2,"Learn how to cook healthy, tasty, tender and juicy chicken with this foolproof ninja foodi air fryer chicken breast recipe!",Ninja Air Fryer Chicken Breast,30 minutes
,,,,,,,"[{'Calories:': '66'}, {'Carbohydrates:': '1'}, {'Protein:': '0.1'}, {'Fat:': '7'}, {'Saturated Fat:': '1'}, {'Polyunsaturated Fat:': '4'}, {'Monounsaturated Fat:': '2'}, {'Trans Fat:': '0.02'}, {'Cholesterol:': '4'}, {'Sodium:': '59'}, {'Potassium:': '10'}, {'Fiber:': '0.1'}, {'Sugar:': '0.3'}, {'Vitamin A:': '82'}, {'Vitamin C:': '1'}, {'Calcium:': '1'}, {'Iron:': '0.1'}]",,,,,
66,,"Dinner, Dips, Dressings and Sauces, Lunch, Main Course",International Cuisine,"Start by mixing all dry ingredients in a bowl until well combined.,Add the mayonnaise and stir until smooth. Next, slowly add the lemon juice, stir again, and then adjust the flavor with a pinch of salt or more as preferred. Once satisfied with the taste, serve your peri peri mayonnaise immediately or store it in the fridge for later.",,"½ teaspoon paprika powder,½ - 1 teaspoon ground African bird eye chilis or cayenne pepper  (use more or less depending on how spicy you like to have your dip),¾ teaspoon ground garlic,1 teaspoon sugar (optional),½ cup mayonnaise (alternatively, use low-carb or vegan mayo),1½ tablespoon lemon juice (juice from half of a medium-sized lemon),a pinch of salt or more, to taste.",,5 minutes,12,"Whether you're looking to recreate the famous Nando's flavor or simply trying to make some spicy mayo at home, this peri peri mayonnaise (perinaise) recipe is a must-try!",Peri Peri Mayonnaise - Perinaise,5 minutes
,,,,,,,"[{'Calories:': '32'}, {'Carbohydrates:': '8'}, {'Fat:': '0.1'}, {'Sodium:': '0.1'}, {'Potassium:': '0.2'}, {'Sugar:': '8'}, {'Calcium:': '0.1'}, {'Iron:': '0.004'}]",,,,,
,,,,,,,"[{'Calories:': '86'}, {'Carbohydrates:': '21'}, {'Protein:': '0.1'}, {'Fat:': '0.01'}, {'Saturated Fat:': '0.003'}, {'Polyunsaturated Fat:': '0.01'}, {'Monounsaturated Fat:': '0.003'}, {'Sodium:': '15'}, {'Potassium:': '1'}, {'Fiber:': '0.2'}, {'Sugar:': '1'}, {'Calcium:': '8'}, {'Iron:': '0.1'}]",,,,,
32,0 minutes,"brunch, Dessert","Austrian, German","Wipe the vanilla pods with a clean cloth and place them on a lined baking tray.,Bake at 120°C (250°F) for 10-15 minutes. Allow the pods to cool.,Add the whole vanilla pods, along with the sugar to a food processor and process until you achieve your desired consistency (coarse or powdered).,Transfer the Vanillezucker to airtight jars and keep in a cool and dry place.",,"4 vanilla pods,500 g granulated sugar (about 1.1lbs)",,2 minutes,62,Infuse a rich and aromatic vanilla goodness into your recipes with this Vanillezucker (homemade vanilla sugar) recipe!,Vanillezucker Recipe,14 minutes
86,3 minutes,"Breakfast, brunch","African, Nigerian","Place the raw pap inside a bowl or pot. Add the cold water, a little at a time, and combine until it has no lumps and obtains a smooth consistency.,Add hot water in circular motions, a little at a time, and continue to stir until you obtain a smooth, ribbon-like consistency. Use more or less water, depending on the consistency you would like your ogi to have.,Transfer to a bowl, top with some sugar (optional) and evaporated milk (optional), and serve with akara, moi moi, plantain, or your favourite dishes.",,"½ cup raw akamu (ogi/pap) paste,¼ cup room temperature water (for mixing the raw pap),3-4 cups boiling water (see notes),1 teaspoon sugar (or more, to taste - optional),a splash of condensed or evaporated milk  (optional)",,5 minutes,3,"Learn how to make creamy, smooth, and delicious Nigerian Akamu, also known as ogi or pap! Enjoy it for breakfast with akara, moi moi, or your favourite dishes!",Ogi - Akamu,8 minutes
,,,,,,,"[{'Calories:': '329'}, {'Carbohydrates:': '48'}, {'Protein:': '2'}, {'Fat:': '1'}, {'Saturated Fat:': '0.1'}, {'Polyunsaturated Fat:': '0.1'}, {'Monounsaturated Fat:': '0.1'}, {'Sodium:': '9'}, {'Potassium:': '485'}, {'Fiber:': '6'}, {'Sugar:': '35'}, {'Vitamin A:': '243'}, {'Vitamin C:': '53'}, {'Calcium:': '122'}, {'Iron:': '2'}]",,,,,
,,,,,,,"[{'Calories:': '210'}, {'Carbohydrates:': '38'}, {'Protein:': '5'}, {'Fat:': '5'}, {'Saturated Fat:': '1'}, {'Polyunsaturated Fat:': '1'}, {'Monounsaturated Fat:': '3'}, {'Sodium:': '786'}, {'Potassium:': '888'}, {'Fiber:': '3'}, {'Sugar:': '1'}, {'Vitamin A:': '2'}, {'Vitamin C:': '12'}, {'Calcium:': '28'}, {'Iron:': '2'}]",,,,,
,,,,,,,"[{'Calories:': '296'}, {'Carbohydrates:': '29'}, {'Protein:': '1'}, {'Fat:': '0.3'}, {'Saturated Fat:': '0.04'}, {'Polyunsaturated Fat:': '0.1'}, {'Monounsaturated Fat:': '0.1'}, {'Sodium:': '9'}, {'Potassium:': '404'}, {'Fiber:': '5'}, {'Sugar:': '18'}, {'Vitamin A:': '179'}, {'Vitamin C:': '37'}, {'Calcium:': '100'}, {'Iron:': '2'}]",,,,,
,,,,,,,"[{'Calories:': '284'}, {'Carbohydrates:': '9'}, {'Protein:': '17'}, {'Fat:': '19'}, {'Saturated Fat:': '7'}, {'Polyunsaturated Fat:': '1'}, {'Monounsaturated Fat:': '8'}, {'Trans Fat:': '1'}, {'Cholesterol:': '64'}, {'Sodium:': '653'}, {'Potassium:': '298'}, {'Fiber:': '1'}, {'Sugar:': '1'}, {'Vitamin A:': '139'}, {'Vitamin C:': '2'}, {'Calcium:': '95'}, {'Iron:': '3'}]",,,,,
,,,,,,,,,,,,
329,20 minutes,Drinks,French,"Begin by thoroughly washing the oranges. Cut a few slices from the oranges to be used later when serving.,Squeeze the juice from the oranges, reserving the leftover pieces.,Combine red wine, orange pieces, sugar, and fresh ginger in a large pot. Heat under low heat.,Slice the vanilla pod lengthwise, scrape out the seeds, and add both the seeds and the pod, along with the cinnamon sticks, cardamom pods, star anise, and a nutmeg to the pot.,Simmer covered on low heat for 20 minutes to infuse flavors. Do not boil to avoid the alcohol evaporating.,Remove from heat, strain into glasses, garnish with cinnamon sticks or orange slices, then serve.",,"2 (organic) oranges cut a few slices and reserve these for serving,1 bottle  red wine (750ml or about 25 ounces) Merlot, Grenache, Syrah, Côtes du Rhône, Beaujolais and Cabernet Sauvignon,½ cup sugar,1 inch  fresh piece of ginger (about 2.5cm long) sliced,1 vanilla pod,2 cinnamon sticks,5 cardamom pods,3 star anise,pinch of nutmeg,4 cinnamon sticks",,10 minutes,4,,Vin Chaud - French Mulled Wine,30 minutes
210,,"Dinner, Lunch, Main Course, Side Dish","American, British, World Cuisine","Scrub the potatoes under clean running water, then dry them using a kitchen towel.,Preheat your air fryer at 200°C (392°F).,Using a fork, poke holes on each side of the potatoes, and rub the sides with cooking oil.,Without overcrowding, place the potatoes inside your air fryer and then generously sprinkle coarse sea salt on top of each potato.,Air fry for 30 minutes. Flip and air fry for a further 20-30 minutes, depending on the size of the potatoes. (See notes on how to check whether the potatoes are done).,Once cooked, remove the potatoes from the air fryer basket, and cut a slit on top to release the steam (this also helps keep the skin crispy). Serve your air fryer baked potatoes with sour cream and chives, butter, or your favorite toppings!",,"3-4 medium russet potatoes,1 tablespoon cooking oil or non-aerosol cooking spray,1 teaspoon coarse sea salt (or more, to taste)",,5 minutes,3,This ninja air fryer baked potato recipe makes potatoes that are fluffy inside with crispy skin every time!,Ninja Air Fryer Baked Potato,5 minutes
296,30 minutes,Drinks,German,"Wash the oranges thoroughly in hot water, squeeze out the juice and reserve the leftover orange pieces.,Add frozen blueberries and the squeezed-out orange juice to a pot. Stir to combine, warm under low heat until thawed, then process using a hand blender.,Add the reserved orange pieces, cinnamon, star anise, cloves, and nutmeg. With the heat still set on low, cover, and warm for 25-30 minutes, stirring from time to time (see notes).,Add the brandy, sieve, pour into glasses, garnish and serve warm.",,"½ cup frozen blueberries,2 oranges,1 bottle red wine (750ml or about 25 ounces),3 tablespoon brown sugar,2 cinnamon sticks,2 pieces star anise,1 teaspoon cloves,pinch of nutmeg,¼ cup brandy dark rum or schnapps,4 slices of orange,4 cinnamon sticks or star anise",,10 minutes,4,"Aromatic spices and delicious blueberries infuse this cozy, and flavorful German Glühwein (mulled wine) recipe!",Glühwein - German Mulled Wine,40 minutes
284,12 minutes,"Dinner, Lunch","American, Italian, World Cuisine","In a small bowl, combine the breadcrumbs and milk. Let them sit for a few minutes to allow the breadcrumbs to absorb the liquid.,Preheat your air fryer at 190°C/ 374°F.,Add the ground meat, minced onion, minced garlic, Italian seasoning, chopped parsley, dried basil, red chili flakes (if desired), salt, and black pepper to the bowl. Using your hands or a spoon, gently mix all the ingredients until well combined. Avoid overmixing, as it can make the meatballs tough.,Using your hands or a cookie scoop, shape the mixture into meatballs of your desired size, ensuring they are evenly sized for even cooking (see notes).,Place the meatballs in a single layer, inside your air frying basket making sure to leave some space between them for proper air circulation.,Air fry the meatballs at 375°F (190°C) for about 10-12 minutes, or until they reach an internal temperature of at least 165°F (73.9°C). Flip them halfway through the cooking process for even browning.,Once done, remove the meatballs from the air fryer and let them rest for 3-5 minutes before serving.,Serve your ninja air fryer meatballs with marinara, or your preferred sauces, or side dishes.",,"½ cup breadcrumbs,⅔ cup milk (or plant milk, if preferred),1 lb ground beef- minced meat (or ground meat of choice - approximately 500 g),¼ medium-sized onion (finely minced),2 cloves garlic (finely minced),1½ teaspoon Italian seasoning,1 tablespoon chopped parsley (fresh or dry),1 teaspoon dried basil,½ teaspoon red chili flakes  (optional),1 teaspoon salt,¼ teaspoon black pepper (or more, to taste)",,10 minutes,5,"These ninja air fryer Italian meatballs are bursting with so much flavor! They are soft and juicy on the inside, and perfectly browned outside! What's more, you can make them using any air fryer, if you do not own a Ninja Foodi.",Ninja Air Fryer Meatballs,22 minutes
,50 minutes,"Breakfast, brunch, Dessert","African, Continental, World Cuisine","Preheat oven to 180°C and grease or line an 9'' by 5'' (23 cm x 13 cm) bread loaf pan with parchment paper.,Sift the dry ingredients (all-purpose flour,baking powder, salt, and cinnamon) into a bowl·,Separately mash the banana with a fork in a bowl then set aside.,In another bowl, whisk the oil, yoghurt, vanilla extract, and sugar until well combined. Add the eggs, a little at a time, then whisk. Gradually add the dry ingredients (the flour mixture) to the wet ingredients, then carefully fold using a spatula.,Fold the mashed banana into the mixture, pour the batter into the loaf pan, and bake for 45-60 minutes, or until a toothpick inserted in the middle comes out clean.,Allow the banana bread to cool for at least 15 minutes before removing it from the pan, then transfer to a wire rack so it cools completely.,Serve this South African banana bread with some coffee, tea, a glass of milk, or as preferred.",,"190 g all-purpose flour (or 1½ cups),2 teaspoon baking powder (or 1½tsp of baking soda),¼ teaspoon salt,½ teaspoon cinnamon - optional (or more, to taste),½ cup cooking oil,¾ cup sugar,1 teaspoon vanilla extract,2 eggs (at room temperature),2-3 medium ripe bananas (approximately 270 g - 300 g (9 oz - 11 oz),140 g yoghurt ( or ⅗ cup)",,10 minutes,10,"Delight in a slice of this moist and delicious South African banana bread! Made with oil and no butter, this easy and simple loaf will soon become a favourite in your home.",South African Banana Bread,
,,,,,,,"[{'Calories:': '364'}, {'Carbohydrates:': '20'}, {'Protein:': '9'}, {'Fat:': '28'}, {'Saturated Fat:': '14'}, {'Polyunsaturated Fat:': '3'}, {'Monounsaturated Fat:': '10'}, {'Cholesterol:': '8'}, {'Sodium:': '342'}, {'Potassium:': '302'}, {'Fiber:': '6'}, {'Sugar:': '4'}, {'Vitamin A:': '175'}, {'Vitamin C:': '5'}, {'Calcium:': '55'}, {'Iron:': '2'}]",,,,,
364,30 minutes,"Breakfast, Dinner, Lunch",African,"If using dried black-eyed peas, check and remove stones and unwanted debris, rinse them thoroughly, and soak them in water for 5-6 hours or overnight. Drain and rinse again before cooking. If using canned beans, simply drain and rinse, without boiling.,In a large pot, add the soaked and drained uncooked black-eyed peas (skip this step if using canned beans). Cover with water, bring to a boil, and then reduce the heat to a simmer. Cook for about 40-60 minutes, or until the beans are tender. Keep adding water to the pot if necessary, to prevent burning. Drain the cooked beans, then set aside.,Using a blender, process the tomatoes, garlic, ginger, and scotch bonnet peppers (adjust the number of peppers based on your spice tolerance) until you have a smooth puree.,In a large, pot or pan, heat the palm oil over medium heat. Add the sliced onions and sauté until they become translucent, about 2-3 minutes.,Add the blended tomato mixture, shrimp seasoning cube, chili powder, all-purpose seasoning cube, and salt to the pot or pan. Stir well to combine.,Reduce the heat to medium-low and simmer the sauce for about 15-20 minutes, stirring occasionally, until it thickens, darkens, and the oil begins to separate from the sauce.,Gently add the cooked beans and fish (optional). Allow the stew to simmer for an additional 10-15 minutes, stirring occasionally, to combine (see notes).,Taste, and adjust the seasoning if needed, to your preference. Serve this African bean stew with rice, fried plantain, gari, boiled yams, or as preferred.",,"500 g dried black-eyed peas - approximately 1 pound, or 4 14.5 ounce canned beans you can also use other types of dried beans, such as kidney beans,¾ cup palm oil,1  medium  onion sliced,1 thumb-sized piece of  ginger finely minced or crushed,4-6 cloves garlic finely minced or crushed,6-8 blended tomatoes (or one 14.5 ounce canned tomatoes),1 cube shrimp seasoning (optional),¾ teaspoon salt (or more, to taste),1 teaspoon chili powder,1-3 scotch bonnet peppers,1 teaspoon all-purpose seasoning cube,½ can mackerel in oil, drained approximately 200g or 7.25 ounces (optional)",,,6,"You will love this one-pot West African bean stew! Made with tender black-eyed peas and a medley of aromatic spices, Ghanaian red red is a must-try!",West African Bean Stew,30 minutes
,,,,,,,"[{'Calories:': '574'}, {'Carbohydrates:': '78'}, {'Protein:': '9'}, {'Fat:': '26'}, {'Saturated Fat:': '17'}, {'Polyunsaturated Fat:': '1'}, {'Monounsaturated Fat:': '6'}, {'Sodium:': '602'}, {'Potassium:': '321'}, {'Fiber:': '2'}, {'Sugar:': '0.1'}, {'Vitamin C:': '1'}, {'Calcium:': '54'}, {'Iron:': '4'}]",,,,,
574,20 minutes,"Breakfast, Dinner, Lunch","African, Swahili","Heat cooking oil in a deep pot. Add the cardamon pods and fry for about 30 seconds to a minute, for aroma.,Next, add coconut milk, water, and salt, then combine. Add the basmati rice then stir gently to combine.,Cover the pot, lower the heat to medium-low, and let it simmer until much of the liquid has evaporated.,Then, about five minutes before the end of the cooking time, lower the heat further to a low and cook until all the liquid has evaporated. Serve it with maharage, beef stew, kuku paka, or, with your favorite dishes.",,"2 tablespoon cooking oil,5-10 green cardamon pods,1½  cups full-fat coconut milk  (approximately 14oz or 400ml),1½  cups water,1 teaspoon salt,2 cups basmati rice - properly cleaned to get rid of excess starch",,5 minutes,4,"Explore East-African cuisine with this Swahili rice in coconut milk! Fragrant, fluffy, and absolutely delicious, this simple rice dish is a must-try!",Swahili Coconut Rice,25 minutes
,,,,,,,"[{'Calories:': '81'}, {'Carbohydrates:': '7'}, {'Protein:': '1'}, {'Fat:': '6'}, {'Saturated Fat:': '3'}, {'Polyunsaturated Fat:': '0.2'}, {'Monounsaturated Fat:': '1'}, {'Trans Fat:': '0.2'}, {'Cholesterol:': '11'}, {'Sodium:': '32'}, {'Potassium:': '1'}, {'Fiber:': '1'}, {'Sugar:': '3'}, {'Vitamin A:': '125'}, {'Vitamin C:': '0.1'}, {'Calcium:': '8'}, {'Iron:': '0.3'}]",,,,,
